3,reflect,"반영하다, 반사하다, 숙고하다"
3,cause,"~의 원인이 되다, 야기하다; 원인"
3,frequent,빈번한; (장소.모임에) 자주 가다
3,factor,"요인, 요소"
3,extreme,"극단의, 극단적인; 극단"
3,tend,"(~하는) 경향이 있다 (to V), 돌보다"
3,politics,"정치, 정치학"
3,insist,주장하다
3,extend,"연장하다, 넓히다"
3,lonely,외로운
3,habitat,"서식지, 주거지"
3,mental,정신의
3,steady,"안정된, 한결같은, 꾸준한"
3,exchange,교환하다; 교환
3,active,"활동적인, 적극적인"
3,species,(생물 분류상의) 종
3,athletic,"운동의, 운동 경기의"
3,dental,치아의
4,delight,기쁨; 기쁘게 하다
4,confident,자신 있는
4,gradually,"점차, 서서히"
4,shadow,그림자; 그늘지게 하다
4,access,"접근, 입장, 이용; 접근하다"
4,announce,"발표하다, 알리다"
4,allow,"허락하다, 인정하다"
4,firm,"확고한, 단단한; 회사"
4,vary,"바꾸다, 변하다, 다르다"
4,injure,"상처를 입히다, 손상시키다"
4,permit,허용[허락]하다
4,response,"응답, 반응"
4,increase,"(수량이) 증가하다; 증가, 이자"
4,electricity,전기
4,disabled,"장애를 가진, 무능력하게 된"
4,lack,부족; ~이 부족하다
4,possibility,"가능성, 가망"
4,concentrate,집중하다
4,emphasize,강조하다
4,astronomy,천문학
4,flood,홍수; 범람시키다
4,fuel,연료; 연료를 가하다
4,manufacture,"제조하다; 제조(업), 제품"
4,movement,"움직임, 운동"
4,capable,"할 수 있는, 유능한"
4,combine,"결합시키다, 겸비하다"
4,gene,유전자
4,threat,"위협, 협박"
4,victim,"희생, 희생자"
4,pressure,"압력, 압박; 압력을 가하다"
4,accompany,"동반[동행]하다, 수반하다"
4,frustrate,좌절시키다
4,construct,건설하다
4,launch,"(로켓 등을) 발사하다, (새로운 일을) 시작하다, 출시하다; 발사, 개시, 출시"
4,commerce,"상업, 교역"
4,entertain,"접대하다, 즐겁게 하다"
4,predict,"예언하다, 예측하다"
4,apologize,사과하다
4,sight,"시야, 광경, 시력"
4,quantity,양(量)
5,conclude,"결론짓다, 끝내다"
5,donate,기부하다
5,personality,"개성, 성격, 특색"
5,struggle,"싸우다, 노력하다; 투쟁, 노력"
5,advantage,"유리한 점, 이익"
5,variety,"다양, 다양성"
5,enable,가능하게 하다
5,instruction,"지시, 제품 사용 설명서, 가르침"
5,assume,"추정하다, (태도 등을) 취하다"
5,attempt,시도하다; 시도
5,incredible,"믿을 수 없는, (믿기 어려울 만큼) 굉장한"
5,feature,"특징, 특집 기사, 얼굴 생김새; 특징으로 하다, 주연하다"
5,confuse,"혼동하다, 혼란시키다"
5,electronic,"전자의, 전자 공학의"
5,absorb,"흡수하다, (사람.마음을) 열중시키다"
5,indicate,"가리키다, 나타내다"
5,analyze,분석하다
5,stock,"재고품, 저장, 가축; 저장하다, (물품을) 들여놓다"
5,resident,"거주하는; 거주자, 레지던트(전문의 수련자)"
5,labor,"노동, 산고; 노동하다"
5,remark,"의견을 말하다, ~에 주목하다; 의견, 주목"
5,moral,도덕적인
5,embarrassed,당황한
5,claim,"주장하다; 요구, 주장"
5,reasonable,"논리적인, 분별력이 있는"
5,interrupt,"방해하다, 중단하다"
5,limit,"제한하다, 한정하다; 제한(점)"
5,creature,"생물, 피조물"
5,heal,"치료하다, 낫게 하다"
5,establish,"설립하다, 확립하다, 제정하다"
5,revolution,"혁명, 갑작스러운 변화, 회전"
5,criticize,"비난하다, 비평하다"
5,convince,"확신시키다, 납득시키다"
5,efficient,"효율적인, 유능한"
5,stranger,"낯선 사람, 문외한"
5,tide,"조수(潮水), 흐름"
5,obtain,"얻다, 획득하다"
5,assist,도움을 주다
5,disaster,"재앙, 재난, 재해"
5,terrific,"굉장한, 훌륭한"
6,specific,"구체적인, 특정한"
6,react,"반응하다, 반작용하다"
6,independent,독립적인
6,theory,이론
6,qualify,자격을 얻다
6,consider,"숙고하다, 고려하다"
6,recall,"상기하다, 철회하다, 회수하다; 상기, 철회, 회수"
6,risk,위험; 위험을 감수하다
6,treatment,"취급, 대우, 치료(법)"
6,engage,"관여하다, 약속하다, 약혼하다"
6,motivate,동기를 부여하다
6,clue,"실마리, 단서"
6,resource,"자원, (-s) 지략"
6,probable,"가능한, 개연성이 있는, 그럴싸한"
6,depress,"우울하게 하다, 의기소침[낙담]하게 하다"
6,fascinate,"매료시키다, 마음을 빼앗다"
6,violent,"난폭한, 폭력적인"
6,alarm,"놀람, 경보"
6,edge,"가장자리, 날카로움, 우위"
6,deserve,(보수.벌 등을) 받을 만하다[가치가 있다]
6,route,"길, 통로, 항로"
6,psychology,"심리, 심리학"
6,passion,열정
6,import,"수입하다, 의미하다; 수입"
6,purchase,구매하다; 구매
6,conscience,양심
6,pose,"자세를 취하다, (문제를) 제기하다; 자세"
6,length,길이
6,severe,"심한, 엄격한"
6,decade,"10년, 10년간"
6,occupy,"(시간.장소를) 차지하다, 전념하다"
6,acquire,습득하다
6,interact,상호 작용하다
6,brief,간단한; 간단한 보고; 간단히 알리다
6,observe,"관찰하다, 보다, 준수하다"
6,poetry,"시, 운문"
6,salary,"급료, 봉급"
6,grain,"곡물, 낟알"
6,skip,"거르다, 깡충깡충 뛰다"
6,meaningful,"의미 있는, 의미심장한"
7,survival,생존
7,comment,"논평, 주석; 논평하다"
7,leap,"뛰다, 도약하다; 도약"
7,plain,"평범한, 명백한; 평원, 평야"
7,typical,"전형적인, 대표적인"
7,mere,단지 ~에 불과한
7,mechanic,"기계공, 정비공"
7,mood,"기분, 분위기"
7,approve,"찬성하다, 승인하다"
7,rural,시골의
7,finance,"재정, 재무, 금융; 자금을 조달하다"
7,seek,"찾다, 추구하다, 노력하다"
7,operation,"작업, 운영, 수술"
7,crime,범죄
7,awful,"끔찍한, 지독한"
7,series,"연속, 시리즈물"
7,exhausted,"고갈된, 기진맥진한"
7,absolute,"완전한, 절대적인"
7,surround,둘러싸다
7,display,"전시하다, 나타내다; 전시"
7,policy,"정책, 수단, 방법"
7,mass,"많은 양, 덩어리, 집단, 대중"
7,committee,(상급 기관에 소속된) 위원회
7,accurate,정확한
7,arrange,"정리하다, 준비하다, 각색하다"
7,facility,"시설, 편의, 재능"
7,consult,"상담하다, 참고하다"
7,refer,"언급하다, 위탁하다"
7,attach,"붙이다, 붙다, 첨부하다, 소속시키다"
7,recover,"회복하다, 되찾다"
7,reward,보상; 보답하다
7,enormous,"엄청난, 거대한"
7,domestic,"국내의, 가정의"
7,wealth,"부, 재산"
7,elementary,"초보의, 기초적인"
7,gap,"격차, 틈"
7,except,~을 제외하고는; 제외하다
7,journey,"여행, 여정"
7,survey,"설문 조사; 조사하다, 둘러보다"
7,downtown,도심; 도심의; 도심지에
8,previous,"앞의, 이전의"
8,produce,"생산하다, 제조하다"
8,remain,"여전히 ~이다, 남다"
8,entitle,"자격[권리]을 주다, 제목을 붙이다"
8,slight,"약간의, 경미한"
8,include,포함하다
8,delay,"연기하다, 미루다; 지연"
8,file,"서류철, (컴퓨터) 파일; 파일에 철하다, (소송 등을) 제기하다"
8,ethic,윤리
8,instant,"즉각의, 즉석의; 순간"
8,reveal,"드러내다, 폭로하다; 출현, 폭로"
8,suppose,"가정하다, 추측하다"
8,leisure,"여가, 자유 시간; 한가한"
8,urban,도시의
8,witness,"목격자, 증인; 목격하다"
8,admit,"인정하다, 입장을 허락하다"
8,muscle,"근육, 힘, 강제"
8,device,"장치, 고안, 방책"
8,borrow,빌리다
8,owe,"빚지고 있다, (명예.성공 등을) ~에 돌리다"
8,intend,"(~할) 작정이다, 의도하다"
8,aspect,"관점, 양상, 면"
8,potential,잠재적인; 잠재력
8,award,수여하다; 상
8,preserve,"보존하다, 보호하다"
8,spot,"지점, 얼룩; 발견하다, 얼룩지게 하다"
8,underground,"지하의, 비밀의; 지하"
8,consequence,"결과, 중요성"
8,target,"목표, 표적; 목표로 삼다"
8,spark,"불꽃, 불똥; 불꽃을 일으키다, 촉발하다"
8,accomplish,"이루다, 성취하다"
8,adopt,"채택하다, 입양하다"
8,unique,"독특한, 유일한"
8,slip,"미끄러지다, 실수하다; 종잇조각"
8,civilization,문명
8,row,"열, 줄; 배를 젓다"
8,horizon,"수평선, 지평선"
8,atmosphere,"대기, 분위기"
8,label,"꼬리표, 상표; 라벨을 붙이다, ~을 ...이라고 부르다"
8,decorate,"장식하다, ~에게 훈장을 주다"
9,identify,"(신원 등을) 확인하다, 식별하다, 동일시하다"
9,standard,"기준, 표준; 기준의, 표준의"
9,scale,"규모, 저울, 비늘"
9,evident,명백한
9,seldom,거의 ~ 않는
9,secretary,"비서, 서기관, 장관"
9,basis,"기초, 원리, 기준"
9,automatic,"자동적인, 기계적인"
9,region,지역
9,empower,권한을 주다
9,addict,중독시키다; 중독자
9,disappoint,실망시키다
9,artificial,"인공적인, 인조의"
9,possess,"소유하다, ~의 마음을 사로잡다"
9,rid,제거하다
9,realistic,"현실적인, 현실주의의"
9,encounter,(우연히) 만나다; 마주침
9,differ,"다르다, 의견을 달리하다"
9,principle,"원칙, 원리"
9,memorize,"기억하다, 암기하다"
9,physics,물리학
9,evaluate,평가하다
9,tremendous,"굉장한, 무시무시한"
9,application,"적용, 신청"
9,vote,투표; 투표하다
9,spread,"퍼짐, 확산; 퍼지다, 펼치다"
9,impact,"충격, 영향; 충격[영향]을 주다"
9,cooperate,협력하다
9,emit,(빛.열.소리 등을) 방출하다
9,request,요청; 요청하다
9,guarantee,보증하다; 보증
9,resist,저항하다
9,fulfill,"달성하다, 이행하다, 실현하다"
9,stink,"역겹다, 악취를 풍기다; 악취"
9,grant,"승인하다, 수여하다"
9,rely,"의지하다, 믿다"
9,permanent,"영원한, 영구적인"
9,emergency,비상(사태)
9,substance,"물질, 본질, 실체"
9,theme,"주제, 화제, 논제"
10,hesitate,"주저하다, 망설이다"
10,location,"장소, 위치"
10,restrict,"제한하다, 한정하다"
10,organism,"유기체, 생물, 생명체"
10,interpret,"해석하다, 통역하다"
10,offer,"제공하다, 제안하다; 제공, 제안"
10,distribute,"분배하다, 분포시키다"
10,rainforest,(열대) 우림
10,circumstance,"상황, 환경"
10,resolve,"결심하다, 해결하다, 분해하다"
10,suitable,"적절한, 적합한"
10,curve,"곡선(길), 속임수"
10,annoy,"괴롭히다, 귀찮게 하다"
10,frighten,겁먹게 하다
10,estimate,"견적, 평가; 평가하다"
10,refuse,거절하다
10,adventure,모험; 위험에 빠뜨리다
10,entrance,"입장, 입구, 입학"
10,persuade,설득하다
10,perceive,"인지하다, 인식하다"
10,recite,암송하다
10,rub,"문질러 닦다, 문지르다"
10,cabin,"오두막집, 객실, 선실"
10,gear,"장비, 기어; 맞게 조정하다"
10,ray,광선
10,release,"놓아주다, 방출하다, 발표하다; 석방, 발표"
10,rank,"등급, 지위; 매기다, (등급을) 차지하다"
10,symphony,"교향곡, (소리의) 조화"
10,envy,부러움; 부러워하다
10,corporate,"회사의, 법인의"
10,alternative,대안; 대안의
10,retire,은퇴하다
10,appeal,"호소하다, 항의하다, 관심을 끌다; 호소, 항의, 매력"
10,identical,"동일한, 일란성의"
10,investment,투자
10,autograph,"서명, 사인; 서명하다"
10,slave,노예
10,harm,"손해, 손상; 해치다"
10,authority,"권위, 당국"
10,innocence,"결백, 무죄, 순진"
11,receive,받다
11,infant,"유아; 유아의, 미발달의"
11,calculate,계산하다
11,charity,"자비, 자선 단체, 구호물자"
11,accept,"받아들이다, (설명.학설 등을) 인정하다"
11,depend,의지하다
11,whereas,~인 반면에
11,broad,"넓은, 광범위한, (빛 등이) 가득한"
11,treat,"여기다, 대우하다, 처리하다, 치료하다"
11,ignorant,"무식한, 모르는"
11,pure,순수한
11,extinct,"멸종된, 꺼진"
11,household,가정; 가정[가족]의
11,refund,"반환, 환불; 환불하다"
11,continue,계속하다
11,institute,"연구소, 협회; 설립하다, 제정하다"
11,lately,최근에
11,ashamed,부끄러워하는
11,dense,"조밀한, 밀집한"
11,rescue,구조하다; 구조
11,destination,목적지
11,expand,확장하다
11,compete,경쟁하다
11,evolution,진화
11,hire,고용하다
11,genuine,"진짜의, 성실한"
11,status,"상태, 지위, 현상"
11,military,군대의; 군대
11,logic,"논리, 논리학"
11,gravity,중력
11,isolate,고립시키다
11,commit,"(죄를) 저지르다, 전념[충실]하다, 맡기다"
11,sum,"총합, 합계; 합계하다"
11,conserve,보존하다
11,concept,개념
11,swing,"흔들(리)다, 진동하다; 그네"
11,sensible,"분별 있는, 현명한"
11,marriage,"결혼, 혼인"
11,reproduce,"재생하다, 복제하다, 번식하다"
11,tone,"어조, 말투, 음, 색조; 어떤 어조로 하다"
12,cancel,취소하다
12,return,"돌아오다, 돌려주다; 귀환, 반납, 수익"
12,invitation,"초대, 초대장"
12,precise,정확한
12,formal,"공식적인, 정식의"
12,apparent,"분명한, 명백한"
12,departure,출발
12,visual,시각의
12,current,"현재의; 해류, 흐름"
12,agriculture,농업
12,leak,"새는 곳[구멍]; 새다, 누설하다"
12,portion,"일부, 부분; 분할하다"
12,trend,"추세, 경향"
12,particle,"입자, 극소량"
12,rite,"(종교적) 의식, 의례"
12,distinct,"별개의, 뚜렷한"
12,component,구성 요소; 구성하는
12,poverty,"빈곤, 가난"
12,sculpture,조각; 조각하다
12,descend,"내려오다, 물려주다"
12,universal,"보편적인, 우주의"
12,surface,"표면, 수면, 지면"
12,eager,갈망하는
12,legal,"법률의, 합법의"
12,annual,"연례의, 1년의, 1년간의"
12,trap,"함정; 덫을 놓다, 막다"
12,demonstrate,"논증하다, 설명하다, 시위하다, 보여 주다"
12,companion,"동료, 동반자"
12,democracy,"민주주의, 민주주의 국가"
12,mature,"성숙한, 익은, 지불 만기의; 성숙해지다"
12,brilliant,"훌륭한, 명석한"
12,faith,"신념, 믿음"
12,aim,겨냥하다; 조준
12,spare,"여분의, 검소한; 용서하다, 남겨주다"
12,transfer,"이동하다, 옮기다, 갈아타다"
12,oppose,반대하다
12,desperate,"필사적인, 절망적인"
12,remote,"멀리 떨어진, 희박한, 드문"
12,offend,"기분을 상하게 하다, (범죄를) 저지르다"
12,awake,"깨어 있는; 깨우다, 깨다"
13,option,"선택, 선택권"
13,insight,"통찰, 통찰력"
13,achieve,"이루다, 달성하다"
13,civil,"시민의, 민간의"
13,pause,"중단; 중단하다, 잠시 멈추다"
13,prove,"입증하다, (~임이) 판명되다"
13,lecture,강의; 강의하다
13,minor,"사소한, 소수의; 미성년자, 부전공; 부전공하다"
13,duty,"의무, 관세"
13,vigor,활력
13,organize,"조직하다, 구성하다, 정리하다"
13,chief,"주요한, 우두머리의; 우두머리"
13,complicated,복잡한
13,digest,"소화하다, (완전히) 이해하다; 요약"
13,shortage,"부족, 결함"
13,laboratory,실험실; 실험(실)의
13,stream,"흐름, 경향, 개울"
13,forbid,금지하다
13,laundry,세탁물
13,transform,"변형시키다, 변환하다"
13,discipline,"훈련, 규율, 학과, 학문 분야"
13,generous,"관대한, 넉넉한"
13,ultimate,"궁극적인, 최후의"
13,thrive,"번영하다, 발전하다, 잘되다"
13,fiction,"허구, 소설"
13,bet,"돈을 걸다, 내기를 하다, (~이) 틀림없다; 내기"
13,royal,"왕족의, 왕의"
13,ruin,"파멸, 파산; 망치다, 파멸[파산]시키다"
13,worship,"예배하다, 숭배하다; 예배, 숭배"
13,evil,사악한; 악
13,scarce,"부족한, 드문"
13,afterward,"나중에, 그 후에"
13,client,"고객, (변호사 등의) 의뢰인"
13,insure,"보험을 계약하다, 안전하게 하다"
13,fancy,"공상, (일시적인) 기호; 공상하다; 화려한"
13,surgery,외과 수술
13,assign,"할당하다, 지정하다"
13,regulate,"규제하다, 조절하다"
13,mindset,"마음가짐, 사고방식"
13,utility,"유용(성), (수도.가스 등의) 공익사업"
14,necessity,"필수, 필수품, 필요"
14,yield,"생산하다, 양도하다, 굴복하다; 수확(물)"
14,decline,"감소, 쇠퇴; 감소하다, 쇠퇴하다, (정중히) 거절하다"
14,apply,"적용하다, 지원하다"
14,aside,"한쪽으로, 제쳐 두고"
14,contemporary,"동시대의, 현대의"
14,bless,"축복하다, 감사하다"
14,explain,설명하다
14,prior,"이전의, 우선하는"
14,tolerate,"참다, 용인하다"
14,measure,"측정하다; 측정, 수단"
14,abstract,"추상적인; 추상, 개요"
14,cottage,오두막집
14,correct,"올바른, 정확한; 바로잡다, 정정하다"
14,confirm,"입증[확인]하다, (결심을) 굳게 하다"
14,imitate,모방하다
14,prey,"먹이, 희생자"
14,defeat,패배시키다; 패배
14,illustrate,"설명하다, 예증하다, 삽화를 넣다"
14,fuse,"퓨즈, 도화선; 융합하다"
14,pupil,"학생, 눈동자"
14,intellect,지성
14,spice,"향신료, 양념"
14,tempt,"유혹하다, (관심을) 끌다"
14,inspire,"영감을 주다, 고무시키다, 격려하다"
14,dine,"만찬을 대접하다, 식사하다"
14,literally,문자 그대로
14,appropriate,적절한
14,resort,"휴양지, 의지; 의지하다, 자주 가다"
14,grab,움켜쥐다; 움켜쥠
14,propose,"제안하다, 청혼하다"
14,wreck,"난파선, 사고; 난파시키다"
14,document,"문서, 서류; 기록하다"
14,suspect,의심하다; 용의자
14,alien,"외국인, 외계인; 외국의, 이질적인"
14,prohibit,금지하다
14,install,설치하다
14,triumph,승리; 승리하다
14,scholarship,"학문, 장학금"
14,execute,"실행하다, 처형하다"
15,ensure,"확실하게 하다, 보증하다"
15,receipt,영수증
15,defect,결점; (국가.당 등을) 버리다
15,trait,"특성, 특징"
15,modest,"겸손한, 알맞은"
15,virtual,"가상의, 사실상의"
15,compare,비교하다
15,address,"연설하다; 연설, 인사말"
15,inner,내부의
15,contrary,"반대의, 불리한; 반대의 것"
15,split,"찢다, (세로로) 쪼개다; 틈, 분열"
15,supervise,"감독하다, 관리하다, 통제하다"
15,inhabit,"살다, 거주하다"
15,appear,나타나다
15,commute,통근; 통근하다
15,earthquake,"지진, (사회.정치적) 대변동"
15,enroll,"입학하다, 등록하다"
15,debate,토론; 토론하다
15,abandon,"버리다, 포기하다"
15,conquer,"정복하다, 극복하다"
15,nevertheless,그럼에도 불구하고
15,seal,"도장, 봉인, 바다표범; 봉인하다"
15,greed,탐욕
15,contract,"계약하다, 수축하다; 계약서"
15,nutrition,영양
15,retail,소매; 소매하다
15,prejudice,"편견, 선입관"
15,register,"등록하다, 기재하다; 등록"
15,agency,대리점
15,nurture,"양육하다, 교육하다; 양육, 교육"
15,priest,성직자
15,elegant,"고상한, 우아한"
15,impose,"부과하다, 강요하다"
15,arise,"발생하다, 생겨나다"
15,attack,공격하다; 공격
15,masterpiece,"명작, 대작"
15,harsh,"거친, 가혹한"
15,drought,가뭄
15,criteria,"(pl.) 기준, 표준"
15,extraordinary,"비범한, 놀라운"
16,general,일반적인; (육군.공군.해병대의) 대장
16,spill,"엎지르다, 흘리다; 엎질러짐, 유출"
16,usual,"보통의, 통상의"
16,routine,"일상적인 일, 일과; 일상적인"
16,eliminate,"제거하다, 배제하다"
16,deny,"부인하다, 거절하다"
16,scream,"절규하다, 비명 지르다, 소리치다; 비명, 절규"
16,sensitive,"민감한, 예민한, 세심한"
16,swallow,"삼키다; 삼킴, 제비"
16,glare,"(눈부시게) 빛나다, 노려보다; 눈부신 빛, 노려봄"
16,tragic,"비극의, 비참한"
16,deprive,박탈하다
16,conscious,"의식하고 있는, 의도적인"
16,interfere,"방해하다, 간섭하다"
16,temporary,"일시적인, 임시의"
16,council,"협의회, 회의, 의회"
16,adolescent,청소년; 청소년기의
16,associate,"연관 짓다, 교제하다; 동료"
16,arctic,북극의
16,capture,"붙잡다, 포획하다; 포획"
16,dilute,묽은; 희석시키다
16,figure,"생각[판단]하다, 계산하다; 수치, 계산, 형체"
16,dim,"흐릿한, 어두운; (불빛이) 흐려지다"
16,neighbor,"이웃의, 근처에 사는; 이웃 (사람)"
16,crew,승무원
16,barrier,"장벽, 장애물"
16,tradition,"전통, 관습"
16,pedestrian,보행자; 보행자의
16,glance,흘긋 보다; 흘긋 봄
16,irritate,"짜증 나게 하다, 화나게 하다"
16,cruel,"잔인한, 고통을 주는"
16,fold,"접다, 포개다; 주름, (동물의) 우리"
16,trial,"재판, 실험, 시도"
16,tribe,"부족, 종족"
16,profound,"깊은, 심오한"
16,distinguish,"구별하다, 식별하다"
16,errand,"심부름, 잡일"
16,welfare,복지
16,statement,"진술, 성명서"
16,prevail,"우세하다, 만연하다"
17,widespread,널리 퍼진
17,result,결과; (결과로) 생기다
17,fade,"사라지다, 희미해지다"
17,progress,"진보하다, 전진하다; 진전, 진보"
17,weapon,"무기, 병기"
17,drastic,"격렬한, 과감한"
17,reinforcement,"강화, 보강"
17,wonder,"궁금해하다, 놀라다; 경탄, 경이"
17,pile,"쌓아 올린 더미, 많은 양; 쌓아 올리다, 축적하다"
17,protect,보호하다
17,infection,"감염, 전염(병)"
17,stiffen,굳어지다
17,endanger,위험에 빠뜨리다
17,adjust,"조절하다, 조정하다"
17,peer,"동료, 또래"
17,renew,"새롭게 하다, 갱신하다"
17,germ,"미생물, 세균"
17,atom,원자
17,realize,"깨닫다, 실현하다"
17,enrich,"풍성하게 하다, 부유하게 하다"
17,noble,"귀족의, 고결한"
17,repair,"수선[수리]하다, (건강 등을) 회복하다; 수선[수리], 회복"
17,candidate,후보자
17,ideal,이상적인; 이상
17,crop,"작물, 수확"
17,ethnic,"인종의, 민족의"
17,foretell,"예언하다, 예고하다"
17,wholesale,도매; 도매의
17,debt,"빚, 부채"
17,representative,"대표, 국회의원(R-); 대표하는"
17,shift,"변화, 이동, 교대; 바꾸다, 이동하다"
17,fame,명성
17,strict,"엄한, 엄격한"
17,appliance,"(가정용) 기구, 장치"
17,furthermore,"게다가, 더욱이"
17,command,"명령, 지배력; 명령하다, 지휘하다"
17,ecosystem,생태계
17,excess,"초과, 초과량, 과도함; 초과한, 여분의"
17,oral,"구두(口頭)의, 구술의"
17,drift,표류; 표류하다
18,solar,"태양의, 태양열을 이용한"
18,outstanding,"뛰어난, 두드러진, 미해결의"
18,mislead,"잘못 인도하다, 오해하게 하다"
18,dedicate,"헌납하다, 바치다"
18,crush,"으깨다, 밀어 넣다"
18,sink,가라앉다
18,entire,"전체의, 완전한; 전부, 전체"
18,confront,직면하다
18,beard,턱수염
18,haste,"급함, 서두름"
18,initial,"처음의, 초기의; 머리글자(이니셜)"
18,destiny,운명
18,hardship,"고난, 어려움"
18,escape,"탈출하다, 벗어나다; 탈출, 도망"
18,valid,"타당한, 유효한"
18,dispose,"배치하다, 처리하다, 경향을 갖게 하다"
18,exist,"존재하다, 살아가다"
18,optimal,"최상의, 최적의"
18,hydrogen,수소
18,perspective,"관점, 견해, 원근법, 전망"
18,thread,실; 실을 꿰다
18,dynasty,"왕조, 왕가"
18,scatter,"흩뿌리다, 분산시키다"
18,gamble,"도박하다, 모험하다; 도박, 모험"
18,temper,"성질, 기질; 완화시키다"
18,undoubtedly,"의심할 여지 없이, 확실히"
18,raft,"뗏목, 고무보트"
18,minimal,"최소의, 아주 적은"
18,soak,"적시다, 젖다, 흡수하다"
18,craft,"(수)공예, 기술, 선박, 비행기"
18,cease,"그만두다, 중지하다"
18,review,"재검토, 논평; 재검토하다"
18,ceiling,"천장, 상한선"
18,unify,"통합하다, 통일하다"
18,combat,싸우다; 전투
18,bump,"부딪치다; 충돌, 혹"
18,primary,"주요한, 최초[초기]의"
18,genre,"장르, 유형, 형식"
18,erase,"지우다, 없애다"
18,doom,"(~할) 운명이다 (to); 운명, 비운, 파멸"
19,vital,"필수적인, 중요한, 생명 유지와 관련된"
19,incident,"일어난 일, 사건; 일어나기 쉬운"
19,session,"시간, 기간, 회의, (대학의) 학기"
19,obvious,"명백한, 분명한"
19,moderate,"온건한, 적당한"
19,budget,"예산, 예산안"
19,graze,"풀을 뜯다, 방목하다"
19,fragile,부서지기 쉬운
19,myth,"신화, 사회적 통념"
19,ingredient,"재료, 성분"
19,indifferent,무관심한
